productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,23,M0E20000000E2Q9,EUR 10750;EUR 7049 b2b;US-USD 10750;USD 7049 b2b;DE-EUR 8600;IT-EUR 8600;GB-EUR 8600;DE-EUR 9202#sunrise-store-berlin;EUR 10320#sunrise-store-vienna;DE-EUR 7912#sunrise-store-munich;DE-EUR 7740#sunrise-store-cologne;DE-EUR 7912#sunrise-store-hamburg;US-USD 9202#sunrise-store-boston-2;USD 10320#sunrise-store-chicago;US-USD 7912#sunrise-store-boston-1;US-USD 7740#sunrise-store-sanfrancisco;US-USD 7912#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/sniglar-crib-beech__0637930_pe698615_s5.jpg?f=xxs,SNIGLAR,Your baby sleeps safely and comfortably in this crib. Made from solid beech � a durable and renewable natural material that is both good for your wallet and the planet.,,,,,SNIGLAR,Your baby sleeps safely and comfortably in this crib. Made from solid beech � a durable and renewable natural material that is both good for your wallet and the planet.,,,,,SNIGLAR,Your baby sleeps safely and comfortably in this crib. Made from solid beech � a durable and renewable natural material that is both good for your wallet and the planet.,,,,,,A12KAA10 C8312 A3ZHJ,79897,M0E20000000E2Q9,79897,poloralphlauren,no,,l,L,green,green,,gr�n,,,,sporty,men,s15,TRUE,,,
,24,M0E20000000E2QA,EUR 10750;EUR 7049 b2b;US-USD 10750;USD 7049 b2b;DE-EUR 8600;IT-EUR 8600;GB-EUR 8600;DE-EUR 9116#sunrise-store-berlin;EUR 11502#sunrise-store-vienna;DE-EUR 8772#sunrise-store-munich;DE-EUR 8600#sunrise-store-cologne;DE-EUR 8772#sunrise-store-hamburg;US-USD 9116#sunrise-store-boston-2;USD 11502#sunrise-store-chicago;US-USD 8772#sunrise-store-boston-1;US-USD 8600#sunrise-store-sanfrancisco;US-USD 8772#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fredde-gaming-desk-black__0736008_pe740351_s5.jpg?f=xxs,FREDDE,How do you make the perfect gaming station? That's what we set out to do with FREDDE desk by researching competitive gaming and enlisting a gamer designer of our own.,,,,,FREDDE,How do you make the perfect gaming station? That's what we set out to do with FREDDE desk by researching competitive gaming and enlisting a gamer designer of our own.,,,,,FREDDE,How do you make the perfect gaming station? That's what we set out to do with FREDDE desk by researching competitive gaming and enlisting a gamer designer of our own.,,,,,,A12KAA10 C8312 A3ZHJ,79897,M0E20000000E2QA,79897,poloralphlauren,no,,xl,XL,green,green,,gr�n,,,,sporty,men,s15,,,,
,25,M0E20000000E2QB,EUR 10750;EUR 7049 b2b;US-USD 10750;USD 7049 b2b;DE-EUR 8600;IT-EUR 8600;GB-EUR 8600;DE-EUR 8342#sunrise-store-berlin;EUR 9890#sunrise-store-vienna;DE-EUR 8944#sunrise-store-munich;DE-EUR 9202#sunrise-store-cologne;DE-EUR 8944#sunrise-store-hamburg;US-USD 8342#sunrise-store-boston-2;USD 9890#sunrise-store-chicago;US-USD 8944#sunrise-store-boston-1;US-USD 9202#sunrise-store-sanfrancisco;US-USD 8944#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/taernoe-table-2-chairs-outdoor-black-light-brown-stained__0736028_pe740355_s5.jpg?f=xxs,TARNO,"Foldable, durable and lovable with its mix of natural acacia hardwood and powder-coated steel. A perfect size for the balcony or in a cozy corner of the deck.",,,,,TARNO,"Foldable, durable and lovable with its mix of natural acacia hardwood and powder-coated steel. A perfect size for the balcony or in a cozy corner of the deck.",,,,,TARNO,"Foldable, durable and lovable with its mix of natural acacia hardwood and powder-coated steel. A perfect size for the balcony or in a cozy corner of the deck.",,,,,,A12KAA10 C8312 A3ZHJ,79897,M0E20000000E2QB,79897,poloralphlauren,no,,xxl,XXL,green,green,,gr�n,,,,sporty,men,s15,TRUE,,,
,1,M0E20000000E2QC,EUR 10750;EUR 7049 b2b;US-USD 10750;USD 7049 b2b;DE-EUR 8600;IT-EUR 8600;GB-EUR 8600;DE-EUR 8858#sunrise-store-berlin;EUR 10105#sunrise-store-vienna;DE-EUR 9460#sunrise-store-munich;DE-EUR 9288#sunrise-store-cologne;DE-EUR 9460#sunrise-store-hamburg;US-USD 8858#sunrise-store-boston-2;USD 10105#sunrise-store-chicago;US-USD 9460#sunrise-store-boston-1;US-USD 9288#sunrise-store-sanfrancisco;US-USD 9460#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/yttervag-four-poster-bed-frame-brown-luroey__1019382_pe831353_s5.jpg?f=xxs,YTTERVAG,You don�t need to live in a castle to sleep like royalty. The timeless and simple expression of this four-poster bed frame in a Scandinavian style fits just as well in a modern home.,,,,,YTTERVAG,You don�t need to live in a castle to sleep like royalty. The timeless and simple expression of this four-poster bed frame in a Scandinavian style fits just as well in a modern home.,,,,,YTTERVAG,You don�t need to live in a castle to sleep like royalty. The timeless and simple expression of this four-poster bed frame in a Scandinavian style fits just as well in a modern home.,,,,,,A12KAA10 C8312 A3ZHJ,79897,M0E20000000E2QC,79897,poloralphlauren,no,,xxxl,XXXL,green,green,,gr�n,,,,sporty,men,s15,,,,
,2,M0E20000000F1YN,EUR 124375;EUR 81557 b2b;US-USD 124375;USD 81557 b2b;DE-EUR 99500;IT-EUR 99500;GB-EUR 99500;DE-EUR 107460#sunrise-store-berlin;EUR 136812#sunrise-store-vienna;DE-EUR 98505#sunrise-store-munich;DE-EUR 91540#sunrise-store-cologne;DE-EUR 107460#sunrise-store-hamburg;US-USD 107460#sunrise-store-boston-2;USD 136812#sunrise-store-chicago;US-USD 98505#sunrise-store-boston-1;US-USD 91540#sunrise-store-sanfrancisco;US-USD 107460#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/haugesund-spring-mattress-medium-firm-dark-beige__0426816_pe582358_s5.jpg?f=xxs,HAUGESUND,"The pocket springs act independently to follow the contours and movements of your body. Add to this, a thick layer of soft filling for even more luxury and comfort.",,,,,HAUGESUND,"The pocket springs act independently to follow the contours and movements of your body. Add to this, a thick layer of soft filling for even more luxury and comfort.",,,,,HAUGESUND,"The pocket springs act independently to follow the contours and movements of your body. Add to this, a thick layer of soft filling for even more luxury and comfort.",,,,,,JOINVILLE 999,84902,M0E20000000F1YN,84902,moncler,no,,xs,0,black,black,,schwarz,,,,sporty,women,A15,,,,
,3,M0E20000000F1YO,EUR 124375;EUR 81557 b2b;US-USD 124375;USD 81557 b2b;DE-EUR 99500;IT-EUR 99500;GB-EUR 99500;DE-EUR 93530#sunrise-store-berlin;EUR 125619#sunrise-store-vienna;DE-EUR 104475#sunrise-store-munich;DE-EUR 103480#sunrise-store-cologne;DE-EUR 93530#sunrise-store-hamburg;US-USD 93530#sunrise-store-boston-2;USD 125619#sunrise-store-chicago;US-USD 104475#sunrise-store-boston-1;US-USD 103480#sunrise-store-sanfrancisco;US-USD 93530#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/junimagnolia-duvet-cover-and-pillowcase-s-white-dark-blue__0955711_pe803974_s5.jpg?f=xxs,JUNIMAGNOLIA,"The lively floral pattern with block print look on one side and stripes on the other brings a fresh, romantic look to your bedroom, enhanced with fabric-covered buttons and a flanged pillowcase.",,,,,JUNIMAGNOLIA,"The lively floral pattern with block print look on one side and stripes on the other brings a fresh, romantic look to your bedroom, enhanced with fabric-covered buttons and a flanged pillowcase.",,,,,JUNIMAGNOLIA,"The lively floral pattern with block print look on one side and stripes on the other brings a fresh, romantic look to your bedroom, enhanced with fabric-covered buttons and a flanged pillowcase.",,,,,,JOINVILLE 999,84902,M0E20000000F1YO,84902,moncler,no,,s,1,black,black,,schwarz,,,,sporty,women,A15,,,,
,4,M0E20000000F1YP,EUR 124375;EUR 81557 b2b;US-USD 124375;USD 81557 b2b;DE-EUR 99500;IT-EUR 99500;GB-EUR 99500;DE-EUR 104475#sunrise-store-berlin;EUR 133081#sunrise-store-vienna;DE-EUR 106465#sunrise-store-munich;DE-EUR 109450#sunrise-store-cologne;DE-EUR 94525#sunrise-store-hamburg;US-USD 104475#sunrise-store-boston-2;USD 133081#sunrise-store-chicago;US-USD 106465#sunrise-store-boston-1;US-USD 109450#sunrise-store-sanfrancisco;US-USD 94525#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/sockerbit-storage-box-with-lid-white__0662633_pe712054_s5.jpg?f=xxs,SOCKERBIT,"If you need more storage space, why not sleep on it? This box is designed to perfectly fit under a bed and protects clothing, comforters and anything else you want to store from dust and dirt.",,,,,SOCKERBIT,"If you need more storage space, why not sleep on it? This box is designed to perfectly fit under a bed and protects clothing, comforters and anything else you want to store from dust and dirt.",,,,,SOCKERBIT,"If you need more storage space, why not sleep on it? This box is designed to perfectly fit under a bed and protects clothing, comforters and anything else you want to store from dust and dirt.",,,,,,JOINVILLE 999,84902,M0E20000000F1YP,84902,moncler,no,,m,2,black,black,,schwarz,,,,sporty,women,A15,,,,
,5,M0E20000000F1YQ,EUR 124375;EUR 81557 b2b;US-USD 124375;USD 81557 b2b;DE-EUR 99500;IT-EUR 99500;GB-EUR 99500;DE-EUR 90545#sunrise-store-berlin;EUR 135569#sunrise-store-vienna;DE-EUR 91540#sunrise-store-munich;DE-EUR 89550#sunrise-store-cologne;DE-EUR 101490#sunrise-store-hamburg;US-USD 90545#sunrise-store-boston-2;USD 135569#sunrise-store-chicago;US-USD 91540#sunrise-store-boston-1;US-USD 89550#sunrise-store-sanfrancisco;US-USD 101490#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/malm-2-drawer-chest-white__0626822_pe693007_s5.jpg?f=xxs,MALM,"A clean expression that fits right in, in the bedroom or wherever you place it. Smooth-running drawers and in a choice of finishes � pick your favorite.",,,,,MALM,"A clean expression that fits right in, in the bedroom or wherever you place it. Smooth-running drawers and in a choice of finishes � pick your favorite.",,,,,MALM,"A clean expression that fits right in, in the bedroom or wherever you place it. Smooth-running drawers and in a choice of finishes � pick your favorite.",,,,,,JOINVILLE 999,84902,M0E20000000F1YQ,84902,moncler,no,,l,3,black,black,,schwarz,,,,sporty,women,A15,,,,
,6,M0E20000000F1YR,EUR 124375;EUR 81557 b2b;US-USD 124375;USD 81557 b2b;DE-EUR 99500;IT-EUR 99500;GB-EUR 99500;DE-EUR 91540#sunrise-store-berlin;EUR 116912#sunrise-store-vienna;DE-EUR 103480#sunrise-store-munich;DE-EUR 96515#sunrise-store-cologne;DE-EUR 91540#sunrise-store-hamburg;US-USD 91540#sunrise-store-boston-2;USD 116912#sunrise-store-chicago;US-USD 103480#sunrise-store-boston-1;US-USD 96515#sunrise-store-sanfrancisco;US-USD 91540#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/luroey-slatted-bed-base__0268303_pe406267_s5.jpg?f=xxs,LUROY,"Meant for each other - not only do the slats keep your mattress in place, they also increase the suppleness of the mattress and your sleeping comfort.",,,,,LUROY,"Meant for each other - not only do the slats keep your mattress in place, they also increase the suppleness of the mattress and your sleeping comfort.",,,,,LUROY,"Meant for each other - not only do the slats keep your mattress in place, they also increase the suppleness of the mattress and your sleeping comfort.",,,,,,JOINVILLE 999,84902,M0E20000000F1YR,84902,moncler,no,,xl,4,black,black,,schwarz,,,,sporty,women,A15,,,,
,7,M0E20000000F1YS,EUR 124375;EUR 81557 b2b;US-USD 124375;USD 81557 b2b;DE-EUR 99500;IT-EUR 99500;GB-EUR 99500;DE-EUR 98505#sunrise-store-berlin;EUR 131838#sunrise-store-vienna;DE-EUR 89550#sunrise-store-munich;DE-EUR 108455#sunrise-store-cologne;DE-EUR 98505#sunrise-store-hamburg;US-USD 98505#sunrise-store-boston-2;USD 131838#sunrise-store-chicago;US-USD 89550#sunrise-store-boston-1;US-USD 108455#sunrise-store-sanfrancisco;US-USD 98505#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/brimnes-headboard-with-storage-compartment-white__0636301_pe697796_s5.jpg?f=xxs,BRIMNES,"When you are tight for space, try putting everything behind you. The hidden storage for books, magazines and all other things you like to keep nearby makes BRIMNES headboard a small-space hero.",,,,,BRIMNES,"When you are tight for space, try putting everything behind you. The hidden storage for books, magazines and all other things you like to keep nearby makes BRIMNES headboard a small-space hero.",,,,,BRIMNES,"When you are tight for space, try putting everything behind you. The hidden storage for books, magazines and all other things you like to keep nearby makes BRIMNES headboard a small-space hero.",,,,,,JOINVILLE 999,84902,M0E20000000F1YS,84902,moncler,no,,xxl,5,black,black,,schwarz,,,,sporty,women,A15,,,,
,8,M0E20000000F1YT,EUR 124375;EUR 81557 b2b;US-USD 124375;USD 81557 b2b;DE-EUR 99500;IT-EUR 99500;GB-EUR 99500;DE-EUR 89550#sunrise-store-berlin;EUR 113181#sunrise-store-vienna;DE-EUR 90545#sunrise-store-munich;DE-EUR 94525#sunrise-store-cologne;DE-EUR 99500#sunrise-store-hamburg;US-USD 89550#sunrise-store-boston-2;USD 113181#sunrise-store-chicago;US-USD 90545#sunrise-store-boston-1;US-USD 94525#sunrise-store-sanfrancisco;US-USD 99500#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/espevaer-slatted-mattress-base-for-bed-frame-dark-gray__0373703_pe559485_s5.jpg?f=xxs,ESPEVAR,"A mattress base has two big advantages. It makes your bed higher and it helps your mattress keep its shape longer by distributing your body weight, providing extra support and lightening the load.",,,,,ESPEVAR,"A mattress base has two big advantages. It makes your bed higher and it helps your mattress keep its shape longer by distributing your body weight, providing extra support and lightening the load.",,,,,ESPEVAR,"A mattress base has two big advantages. It makes your bed higher and it helps your mattress keep its shape longer by distributing your body weight, providing extra support and lightening the load.",,,,,,JOINVILLE 999,84902,M0E20000000F1YT,84902,moncler,no,,xxxl,6,black,black,,schwarz,,,,sporty,women,A15,,,,
,9,M0E20000000F1YU,EUR 124375;EUR 81557 b2b;US-USD 124375;USD 81557 b2b;DE-EUR 99500;IT-EUR 99500;GB-EUR 99500;DE-EUR 95520#sunrise-store-berlin;EUR 115669#sunrise-store-vienna;DE-EUR 97510#sunrise-store-munich;DE-EUR 95520#sunrise-store-cologne;DE-EUR 106465#sunrise-store-hamburg;US-USD 95520#sunrise-store-boston-2;USD 115669#sunrise-store-chicago;US-USD 97510#sunrise-store-boston-1;US-USD 95520#sunrise-store-sanfrancisco;US-USD 106465#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/brynilen-leg-oak__0636201_pe697715_s5.jpg?f=xxs,BRYNILEN,"Made of solid wood, which is a durable and warm natural material.",,,,,BRYNILEN,"Made of solid wood, which is a durable and warm natural material.",,,,,BRYNILEN,"Made of solid wood, which is a durable and warm natural material.",,,,,,JOINVILLE 999,84902,M0E20000000F1YU,84902,moncler,no,,xxxl,7,black,black,,schwarz,,,,sporty,women,A15,,,,
,10,M0E20000000DVK1,EUR 14000;EUR 9180 b2b;US-USD 14000;USD 9180 b2b;DE-EUR 11200;IT-EUR 11200;GB-EUR 11200;DE-EUR 11984#sunrise-store-berlin;EUR 12740#sunrise-store-vienna;DE-EUR 10528#sunrise-store-munich;DE-EUR 10528#sunrise-store-cologne;DE-EUR 11984#sunrise-store-hamburg;US-USD 11984#sunrise-store-boston-2;USD 12740#sunrise-store-chicago;US-USD 10528#sunrise-store-boston-1;US-USD 10528#sunrise-store-sanfrancisco;US-USD 11984#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/gursken-bedroom-furniture-set-of-3-light-beige__1019128_pe831707_s5.jpg?f=xxs,GURSKEN,"Furnish an entire bedroom quickly and easily with GURSKEN. Everything you need is here � a bedside table, chest of drawers, wardrobe and of course a bed. Perfect for your first apartment or guest room.",,,,,GURSKEN,"Furnish an entire bedroom quickly and easily with GURSKEN. Everything you need is here � a bedside table, chest of drawers, wardrobe and of course a bed. Perfect for your first apartment or guest room.",,,,,GURSKEN,"Furnish an entire bedroom quickly and easily with GURSKEN. Everything you need is here � a bedside table, chest of drawers, wardrobe and of course a bed. Perfect for your first apartment or guest room.",,,,,,V33IG270 BG207 B1426,78987,M0E20000000DVK1,78987,poloralphlauren,no,,xxs,0,white,white,,wei�,,,,sporty,women,s15,,,,
,11,M0E20000000DVK2,EUR 14000;EUR 9180 b2b;US-USD 14000;USD 9180 b2b;DE-EUR 11200;IT-EUR 11200;GB-EUR 11200;DE-EUR 10416#sunrise-store-berlin;EUR 14280#sunrise-store-vienna;DE-EUR 11200#sunrise-store-munich;DE-EUR 11872#sunrise-store-cologne;DE-EUR 10416#sunrise-store-hamburg;US-USD 10416#sunrise-store-boston-2;USD 14280#sunrise-store-chicago;US-USD 11200#sunrise-store-boston-1;US-USD 11872#sunrise-store-sanfrancisco;US-USD 10416#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/brimnes-wardrobe-with-3-doors-white__0176787_pe329567_s5.jpg?f=xxs,BRIMNES,Of course your home should be a safe place for the entire family. That�s why a safety fitting is included so that you can attach the wardrobe to the wall.,,,,,BRIMNES,Of course your home should be a safe place for the entire family. That�s why a safety fitting is included so that you can attach the wardrobe to the wall.,,,,,BRIMNES,Of course your home should be a safe place for the entire family. That�s why a safety fitting is included so that you can attach the wardrobe to the wall.,,,,,,V33IG270 BG207 B1426,78987,M0E20000000DVK2,78987,poloralphlauren,no,,xs,2,white,white,,wei�,,,,sporty,women,s15,,,,
